True_Offset,True_Exponent,True_Peak_Freq,True_Peak_Power,Fit_Offset,Fit_Exponent,Fit_Peak_Freq,Fit_Peak_Power,Noise_SD,Exponent_Error,Offset_Error,Peak_Freq_Error
0.8270521391246574,1.1564970296710646,11.89042653924711,0.8835616429316949,0.8471825144397858,1.1829660003241944,11.880808448611809,0.8797216064405716,0.02,0.02646897065312981,0.0201303753151284,0.009618090635301613
0.919696348098648,1.416690384552373,8.175943718407165,0.6277055251982987,0.9527564837716846,1.4683853543049754,8.234541089253415,0.6506464147537813,0.02,0.05169496975260235,0.03306013567303667,0.058597370846250385
0.7502112141599915,1.5303021570170343,10.053239410630125,0.9343139944521868,1.710284686452895,2.776517320573363,29.40406919827231,1.2295493243141147,0.02,1.2462151635563288,0.9600734722929036,19.350829787642184
1.2077007800262807,1.2259072450471673,11.103576570326787,0.6191769393329272,1.2195181847816723,1.242130361231129,11.103926054133973,0.6208144736656717,0.02,0.01622311618396166,0.011817404755391614,0.00034948380718624605
1.3237673800311038,1.4119190068317304,8.329627815226502,0.7558966330351182,1.347108119289768,1.4464932388065337,8.340858802743583,0.7564278982697369,0.02,0.03457423197480325,0.0233407392586642,0.011230987517080848
0.5048082671905237,1.524876031915318,9.79498834809711,0.6002696658259885,1.9489949122678756,3.2476361441677173,32.09165108230275,3.2870414767817917,0.02,1.7227601122523992,1.4441866450773517,22.296662734205636
0.6379056047841369,1.2531921772470909,9.866773370249808,0.7325624057853242,0.7047728444374718,1.3500888008666032,9.880250708908024,0.7452226193968793,0.02,0.09689662361951235,0.06686723965333485,0.013477338658216098
0.5514879609440689,1.419180435014253,8.34772242404231,0.7663903613661207,0.8349722112496805,1.7281751596858899,,,0.02,0.3089947246716369,0.28348425030561153,
0.9646150553345151,1.2522265964624706,10.555800796192909,0.5856756856833,0.9772594100876285,1.2753533268153423,10.568753854311746,0.587043811272267,0.02,0.023126730352871716,0.01264435475311343,0.01295305811883729
0.5631702608016784,1.2498641878322079,8.387618780056648,0.6000582496971023,1.3614085641914182,2.1315255827694104,37.35019646817349,2.0636824242406253,0.02,0.8816613949372025,0.7982383033897398,28.962577688116845
1.4399150474635753,1.53843518667918,11.804526218231288,0.7194685560612732,1.4657836518238658,1.5760926757795772,11.808883079894132,0.7199476689047279,0.02,0.037657489100397346,0.02586860436029048,0.0043568616628437695
0.5047549223248214,1.3655178611784373,10.775827338671165,0.7271552156735082,0.7201741525592935,1.5520064733740495,,,0.02,0.1864886121956122,0.21541923023447207,
0.6117508548908527,1.0945126099573141,10.1705217031974,0.7933191580316172,0.6702323181200978,1.1882767744523355,10.183339505555974,0.806906860929839,0.02,0.09376416449502134,0.05848146322924508,0.012817802358574326
0.5119705347502682,1.5424209106592621,10.483558076667764,0.4366499164749165,1.7056781712610203,2.922177782029413,36.79541632231033,3.1247164291512486,0.02,1.3797568713701507,1.193707636510752,26.31185824564257
0.9258817102675304,1.3396277803199688,8.840012472825677,0.7161457503262483,1.0214607194130876,1.4821487321231708,8.861368514318679,0.732983883292254,0.02,0.142520951803202,0.09557900914555717,0.021356041493001854
0.6434518188835333,1.1686206653258535,9.509368615962456,0.9735402630040166,0.6687024805103424,1.2036133422966722,9.515166088477029,0.9864025904492505,0.02,0.03499267697081865,0.025250661626809112,0.0057974725145726325
1.3967391893826113,1.0237198582719074,10.169614397354396,0.7325069610467885,1.3967557465539782,1.0231098352788994,10.168586893172487,0.719987587928757,0.02,0.0006100229930079415,1.6557171366837764e-05,0.0010275041819092223
